id,popularity,budget,revenue,original_title,cast,director,runtime,genres,release_date,vote_count,vote_average,release_year,Profit
4959,0.59517,50000000.0,60161391.0,The International,Clive Owen|Naomi Watts|Armin Mueller-Stahl|Ulrich Thomsen|BrÃ­an F. O'Byrne,Tom Tykwer,118,Drama|Thriller|Crime,2009-02-03,207,5.8,2009,10161391.0
28510,0.582225,14000000.0,875386.0,Universal Soldier: Regeneration,Jean-Claude Van Damme|Dolph Lundgren|Andrei Arlovski|Mike Pyle|Corey Johnson,John Hyams,97,Adventure|Action|Science Fiction|Thriller,2009-10-01,64,5.3,2009,-13124614.0
13804,0.580292,85000000.0,363164265.0,Fast & Furious,Vin Diesel|Paul Walker|Jordana Brewster|Michelle Rodriguez|John Ortiz,Justin Lin,107,Action|Crime|Drama|Thriller,2009-04-02,1661,6.4,2009,278164265.0
22074,0.576401,20000000.0,17436509.0,Capitalism: A Love Story,Michael Moore|Thora Birch|William Black|Elijah Cummings|Baron Hill,Michael Moore,120,Documentary,2009-09-06,78,6.9,2009,-2563491.0
24150,0.565345,15000000.0,39421467.0,Halloween II,Scout Taylor-Compton|Sheri Moon Zombie|Tyler Mane|Chase Wright Vanek|Brad Dourif,Rob Zombie,105,Horror,2009-08-28,131,5.2,2009,24421467.0
18126,0.549975,35000000.0,155545279.0,Hannah Montana: The Movie,Miley Cyrus|Billy Ray Cyrus|Emily Osment|Jason Earles|Taylor Swift,Peter Chelsom,102,Comedy|Drama|Family|Music|Romance,2009-04-10,247,5.8,2009,120545279.0
15357,0.544071,15000000.0,8786375.0,Banlieue 13 - Ultimatum,Cyril Raffaelli|David Belle|Philippe Torreton|Daniel Duval|Elodie Yung,Patrick Alessandrin,101,Action|Thriller|Crime,2009-02-18,193,5.9,2009,-6213625.0
20856,0.53923,45000000.0,57881056.0,Aliens in the Attic,Carter Jenkins|Austin Butler|Kevin Nealon|Robert Hoffman|Doris Roberts,John Schultz,86,Adventure|Comedy|Family|Fantasy|Science Fiction,2009-07-31,146,5.1,2009,12881056.0
21407,0.536017,3400000.0,9444018.0,The Collector,Josh Stewart|Michael Reilly Burke|Andrea Roth|Juan FernÃ¡ndez|Madeline Zima,Marcus Dunstan,88,Horror|Thriller,2009-07-09,172,6.2,2009,6044018.0
31723,0.534693,3000000.0,18097.0,Women in Trouble,Carla Gugino|Adrianne Palicki|Connie Britton|Marley Shelton|Garcelle Beauvais,Sebastian Gutierrez,92,Comedy|Drama,2009-11-13,11,4.5,2009,-2981903.0
22824,0.5291600000000001,10000000.0,42333295.0,The Fourth Kind,Milla Jovovich|Will Patton|Hakeem Kae-Kazim|Corey Johnson|Enzo Cilenti,Olatunde Osunsanmi,98,Science Fiction|Thriller,2009-11-06,244,5.6,2009,32333295.0
36691,0.520419,15000000.0,5024782.0,Solitary Man,Michael Douglas|Jesse Eisenberg|Susan Sarandon|Mary-Louise Parker|Jenna Fischer,Brian Koppelman|David Levien,90,Comedy|Drama|Romance,2009-09-07,42,5.7,2009,-9975218.0
38542,0.510379,800000.0,867714.0,The Disappearance of Alice Creed,Gemma Arterton|Martin Compston|Eddie Marsan,J Blakeson,100,Crime|Drama|Thriller,2009-09-12,74,6.3,2009,67714.0
16558,0.508705,78146652.0,60000000.0,Duplicity,Clive Owen|Julia Roberts|Paul Giamatti|Tom Wilkinson|Lisa Roberts Gillan,Tony Gilroy,125,Thriller,2009-03-19,124,5.5,2009,-18146652.0
29963,0.49236599999999997,8500000.0,4440055.0,Bright Star,Abbie Cornish|Ben Whishaw|Paul Schneider|Kerry Fox|Edie Martin,Jane Campion,119,Drama|Romance,2009-11-05,65,6.3,2009,-4059945.0
16614,0.480074,9500000.0,17164377.0,Adventureland,Jesse Eisenberg|Kristen Stewart|Martin Starr|Kristen Wiig|Bill Hader,Greg Mottola,107,Comedy,2009-04-03,400,6.3,2009,7664377.0
12569,0.47888800000000004,8000000.0,10848783.0,Extract,Jason Bateman|Mila Kunis|Kristen Wiig|Ben Affleck|J.K. Simmons,Mike Judge,92,Comedy,2009-09-03,94,5.8,2009,2848783.0
34769,0.47668699999999997,3500000.0,44462.0,Defendor,Woody Harrelson|Kat Dennings|Elias Koteas|Sandra Oh|Clark Johnson,Peter Stebbings,101,Drama|Action|Comedy|Crime,2009-09-12,85,6.3,2009,-3455538.0
10197,0.472113,80000000.0,53825515.0,Nine,Judi Dench|Daniel Day-Lewis|Marion Cotillard|PenÃ©lope Cruz|Sophia Loren,Rob Marshall,112,Drama|Music|Romance,2009-12-03,95,5.0,2009,-26174485.0
28089,0.471747,6500000.0,1521261.0,The Messenger,Ben Foster|Woody Harrelson|Jena Malone|Eamonn Walker|Samantha Morton,Oren Moverman,113,Drama|History,2009-11-13,61,6.9,2009,-4978739.0
19255,0.461154,17000000.0,14899417.0,Away We Go,John Krasinski|Maya Rudolph|Carmen Ejogo|Catherine O'Hara|Jeff Daniels,Sam Mendes,98,Drama|Comedy|Romance,2009-06-05,103,6.6,2009,-2100583.0
23049,0.45893199999999995,17000000.0,20455276.0,My Life in Ruins,Nia Vardalos|Richard Dreyfuss|Alexis Georgoulis|Alistair McGowan|Harland Williams,Donald Petrie,95,Comedy|Romance,2009-02-06,56,5.7,2009,3455276.0
10024,0.457298,30000000.0,95714875.0,My Sister's Keeper,Cameron Diaz|Alec Baldwin|Abigail Breslin|Joan Cusack|Sofia Vassilieva,Nick Cassavetes,109,Drama,2009-06-26,354,7.0,2009,65714875.0
17332,0.44710600000000006,60000000.0,31720158.0,The Soloist,Robert Downey Jr.|Jamie Foxx|Catherine Keener|Nelsan Ellis|Michael Bunin,Joe Wright,109,Drama,2009-04-24,133,6.5,2009,-28279842.0
13207,0.44144399999999995,19000000.0,91379051.0,Friday the 13th,Derek Mears|Jared Padalecki|Danielle Panabaker|Amanda Righetti|Travis Van Winkle,Marcus Nispel,97,Horror,2009-02-11,275,5.6,2009,72379051.0
15577,0.438147,25000000.0,1037335.0,Crossing Over,Harrison Ford|Ray Liotta|Ashley Judd|Jim Sturgess|Cliff Curtis,Wayne Kramer,113,Drama,2009-02-27,49,5.8,2009,-23962665.0
25941,0.429492,7300000.0,10329747.0,Harry Brown,Michael Caine|Emily Mortimer|Iain Glen|Lee Oakes|Liam Cunningham,Daniel Barber,103,Thriller|Crime|Drama|Action,2009-11-11,172,6.6,2009,3029747.0
19959,0.427479,80000000.0,122444772.0,Surrogates,Bruce Willis|Radha Mitchell|Rosamund Pike|James Cromwell|Ving Rhames,Jonathan Mostow,89,Action|Science Fiction|Thriller,2009-09-24,755,5.7,2009,42444772.0
15268,0.426205,50000000.0,12764201.0,Street Fighter: The Legend of Chun-Li,Kristin Kreuk|Chris Klein|Neal McDonough|Michael Clarke Duncan|Moon Bloodgood,Andrzej Bartkowiak,97,Action|Adventure|Science Fiction|Thriller,2009-02-27,71,4.1,2009,-37235799.0
15189,0.424415,35000000.0,73034460.0,Hotel for Dogs,Emma Roberts|Jake T. Austin|Don Cheadle|Johnny Simmons|Kyla Pratt,Thor Freudenthal,100,Comedy|Family,2009-01-16,108,5.6,2009,38034460.0
17335,0.415099,20000000.0,73830340.0,Obsessed,BeyoncÃ© Knowles|Idris Elba|Ali Larter|Jerry O'Connell|Bonnie Perlman,Steve Shill,108,Drama|Thriller,2009-04-24,67,5.5,2009,53830340.0
11928,0.41491000000000006,15000000.0,113221.0,Tetro,Vincent Gallo|Maribel VerdÃº|Klaus Maria Brandauer|Alden Ehrenreich|Silvia PÃ©rez,Francis Ford Coppola,127,Drama|Mystery,2009-06-11,19,6.7,2009,-14886779.0
22798,0.409005,15000000.0,16633035.0,Whip It,Ellen Page|Landon Pigg|Drew Barrymore|Sarah Habel|Shannon Eagen,Drew Barrymore,111,Drama,2009-09-13,214,6.6,2009,1633035.0
32985,0.39561599999999997,45000000.0,7810000.0,Solomon Kane,James Purefoy|Pete Postlethwaite|Alice Krige|Mackenzie Crook|Max von Sydow,Michael J. Bassett,104,Adventure|Fantasy|Action|Science Fiction,2009-09-16,230,5.5,2009,-37190000.0
29426,0.394989,4000000.0,143191.0,Survival of the Dead,Alan van Sprang|Kenneth Welsh|Kathleen Munroe|Devon Bostick|Richard Fitzpatrick,George A. Romero,90,Horror|Science Fiction,2009-09-09,35,4.6,2009,-3856809.0
2080,0.391859,150000000.0,341131793.0,X-Men Origins: Wolverine,Hugh Jackman|Liev Schreiber|Danny Huston|Lynn Collins|Ryan Reynolds,Gavin Hood,107,Adventure|Action|Thriller|Science Fiction,2009-04-28,2784,6.2,2009,191131793.0
17532,0.38802600000000004,4000000.0,4100000.0,S. Darko,Daveigh Chase|Elizabeth Berkley|Briana Evigan|James Lafferty|Ed Westwick,Chris Fisher,103,Thriller|Crime|Science Fiction|Mystery,2009-04-28,63,3.8,2009,100000.0
24804,0.37852199999999997,2900000.0,296557.0,Black Dynamite,Michael Jai White|Arsenio Hall|Tommy Davidson|Kevin Chapman|Richard Edson,Scott Sanders,90,Action|Comedy,2009-10-16,102,7.4,2009,-2603443.0
28053,0.37654299999999996,6000000.0,6670712.0,City Island,Andy GarcÃ­a|Julianna Margulies|Steven Strait|Dominik GarcÃ­a-Lorido|Ezra Miller,Raymond De Felitta,104,Drama|Comedy,2009-03-06,51,6.3,2009,670712.0
8915,0.37049699999999997,40000000.0,19258519.0,Amelia,Hilary Swank|Richard Gere|Aaron Abrams|Ewan McGregor|Christopher Eccleston,Mira Nair,111,Drama|Adventure|Romance,2009-10-22,41,5.3,2009,-20741481.0
25137,0.363832,25000000.0,4388563.0,Beyond a Reasonable Doubt,Michael Douglas|Jesse Metcalfe|Amber Tamblyn|Joel David Moore|Orlando Jones,Peter Hyams,105,Drama,2009-02-05,42,5.6,2009,-20611437.0
14536,0.35320300000000004,8000000.0,29010817.0,New in Town,RenÃ©e Zellweger|Harry Connick Jr.|J.K. Simmons|Siobhan Fallon|Mike O'Brien,Jonas Elmer,97,Comedy|Romance,2009-01-30,50,5.3,2009,21010817.0
12404,0.348842,25000000.0,2336172.0,Me and Orson Welles,Zac Efron|Claire Danes|Christian McKay|Imogen Poots|Zoe Kazan,Richard Linklater,114,Comedy|Drama|Romance,2009-11-25,24,6.4,2009,-22663828.0
25132,0.34770700000000004,40000000.0,28972508.0,Shorts,Jimmy Bennett|Kat Dennings|Jolie Vanier|William H. Macy|James Spader,Robert Rodriguez,89,Comedy|Family,2009-08-21,20,4.8,2009,-11027492.0
26688,0.31953200000000004,12500000.0,27206120.0,Sorority Row,Rumer Willis|Briana Evigan|Jamie Chung|Leah Pipes|Teri Andrzejewski,Stewart Hendler,101,Horror|Mystery|Thriller,2009-09-09,92,5.3,2009,14706120.0
22215,0.292324,23000000.0,9366227.0,ChÃ©ri,Michelle Pfeiffer|Kathy Bates|Rupert Friend|Felicity Jones|Iben Hjejle,Stephen Frears,86,Drama|Comedy|Romance,2009-02-10,29,5.8,2009,-13633773.0
41479,0.290674,10000000.0,7022728.0,The Joneses,David Duchovny|Demi Moore|Amber Heard|Benjamin Hollingsworth|Lauren Hutton,Derrick Borte,96,Comedy|Drama,2009-09-13,117,6.0,2009,-2977272.0
17927,0.285353,20000000.0,18599102.0,Fired Up!,Nicholas D'Agosto|Eric Christian Olsen|Sarah Roemer|Molly Sims|Danneel Ackles,Will Gluck,90,Comedy|Romance,2009-02-20,103,5.9,2009,-1400898.0
22717,0.278387,75.0,134.0,Wanted,Salman Khan|Ayesha Takia|Mahesh Manjrekar|Prakash Raj|Vinod Khanna,Prabhu Deva,129,Action|Comedy|Crime|Thriller,2009-09-18,18,4.9,2009,59.0
20178,0.278321,10000000.0,295750.0,World's Greatest Dad,Robin Williams|Alexie Gilmore|Daryl Sabara|Geoff Pierson|Henry Simmons,Bobcat Goldthwait,99,Comedy|Romance,2009-08-20,67,6.3,2009,-9704250.0
17680,0.272422,1700000.0,1007962.0,The Girlfriend Experience,Sasha Grey|Chris Santos|Peter Zizzo|Timothy J. Cox|Timothy Davis,Steven Soderbergh,77,Comedy|Drama,2009-01-20,41,5.5,2009,-692038.0
25704,0.249295,15000000.0,6405245.0,Post Grad,Alexis Bledel|Zach Gilford|Rodrigo Santoro|Jane Lynch|Carol Burnett,Vicky Jenson,89,Comedy,2009-08-21,63,5.1,2009,-8594755.0
25183,0.118533,1000000.0,1296971.0,Paper Heart,Michael Cera|Charlyne Yi|Jake Johnson|Gill Summers|Martin Starr,Nicholas Jasenovec,88,Comedy|Drama|Romance,2009-07-31,17,5.1,2009,296971.0
25196,0.22600900000000002,7000000.0,39462438.0,Crazy Heart,Jeff Bridges|Maggie Gyllenhaal|Colin Farrell|Robert Duvall|Paul Herman,Scott Cooper,112,Drama|Music|Romance,2009-12-16,126,6.4,2009,32462438.0
38850,0.22081900000000002,2000000.0,7306.0,Stolen Lives,Jon Hamm|Josh Lucas|Rhona Mitra|James Van Der Beek|Jessica Chastain,Anders Anderson,97,Crime|Drama|Mystery|Thriller,2009-10-10,12,6.0,2009,-1992694.0
43937,0.182881,2500000.0,352810.0,Like Dandelion Dust,Mira Sorvino|Barry Pepper|Cole Hauser|Kate Levering,Jon Gunn,100,Drama|Family,2009-02-05,11,7.0,2009,-2147190.0
30128,0.190162,7000000.0,1429299.0,I Hope They Serve Beer in Hell,Matt Czuchry|Jesse Bradford|Marika Dominczyk|Traci Lords|Geoff Stults,Bob Gosse,106,Comedy|Drama,2009-09-25,11,5.6,2009,-5570701.0
21033,0.159638,1500000.0,56000.0,Beautiful,Deborra-Lee Furness|Peta Wilson|Aaron Jeffery|Asher Keddie|Erik Thomson,Dean O'Flaherty,97,Drama|Mystery|Thriller,2009-04-27,10,4.4,2009,-1444000.0
24438,0.145905,58000000.0,85280250.0,Did You Hear About The Morgans?,Hugh Grant|Sarah Jessica Parker|Mary Steenburgen|Sam Elliott|Natalia Klimas,Marc Lawrence,103,Comedy,2009-12-17,181,5.0,2009,27280250.0
1977,0.145081,5000000.0,38610009.0,The Grudge 3,Johanna Braddy|Gil McKinney|Emi Ikehata|Jadie-Rose Hobson|Beau Mirchoff,Toby Wilkins,90,Horror|Thriller,2009-05-12,74,5.4,2009,33610009.0
29150,0.11445799999999999,250000.0,232732.0,Big Fan,Patton Oswalt|Kevin Corrigan|Michael Rapaport|Marcia Jean Kurtz|Serafina Fiore,Robert D. Siegel,91,Comedy|Drama,2009-01-18,16,5.7,2009,-17268.0
33870,0.166371,25000000.0,20719451.0,Mao's Last Dancer,Chi Cao|Chengwu Guo|Wen Bin Huang|Joan Chen|Bruce Greenwood,Bruce Beresford,117,Drama|Romance,2009-10-01,16,6.7,2009,-4280549.0
42151,0.092519,31192.0,10000.0,Down Terrace,Robert Hill|Robin Hill|Julia Deakin|David Schaal|Tony Way,Ben Wheatley,89,Drama|Action|Comedy,2009-09-01,15,6.5,2009,-21192.0
27205,9.363643,160000000.0,825500000.0,Inception,Leonardo DiCaprio|Joseph Gordon-Levitt|Ellen Page|Tom Hardy|Ken Watanabe,Christopher Nolan,148,Action|Thriller|Science Fiction|Mystery|Adventure,2010-07-14,9767,7.9,2010,665500000.0
10138,5.70486,200000000.0,623933331.0,Iron Man 2,Robert Downey Jr.|Gwyneth Paltrow|Don Cheadle|Scarlett Johansson|Mickey Rourke,Jon Favreau,124,Adventure|Action|Science Fiction,2010-04-28,4920,6.6,2010,423933331.0
12155,5.57295,200000000.0,1025467110.0,Alice in Wonderland,Mia Wasikowska|Johnny Depp|Anne Hathaway|Helena Bonham Carter|Crispin Glover,Tim Burton,108,Family|Fantasy|Adventure,2010-03-03,2853,6.3,2010,825467110.0
44214,5.29318,13000000.0,327803731.0,Black Swan,Natalie Portman|Mila Kunis|Vincent Cassel|Barbara Hershey|Winona Ryder,Darren Aronofsky,108,Drama|Mystery|Thriller,2010-12-02,2597,7.1,2010,314803731.0
12444,4.8405879999999994,250000000.0,954305868.0,Harry Potter and the Deathly Hallows: Part 1,Daniel Radcliffe|Emma Watson|Rupert Grint|Ralph Fiennes|Helena Bonham Carter,David Yates,146,Adventure|Fantasy|Family,2010-10-17,3467,7.4,2010,704305868.0
20352,3.7918809999999996,69000000.0,543513985.0,Despicable Me,Steve Carell|Jason Segel|Russell Brand|Julie Andrews|Will Arnett,Pierre Coffin|Chris Renaud,95,Action|Animation|Family,2010-07-08,4851,7.1,2010,474513985.0
27578,3.74884,80000000.0,274470394.0,The Expendables,Sylvester Stallone|Jason Statham|Dolph Lundgren|Eric Roberts|Randy Couture,Sylvester Stallone,103,Action|Thriller,2010-08-03,2025,5.9,2010,194470394.0
10191,3.560424,165000000.0,494878759.0,How to Train Your Dragon,Jay Baruchel|Gerard Butler|Craig Ferguson|America Ferrera|Jonah Hill,Dean DeBlois|Chris Sanders,98,Fantasy|Adventure|Animation|Family,2010-03-05,2949,7.4,2010,329878759.0
11324,3.176169,80000000.0,294804195.0,Shutter Island,Leonardo DiCaprio|Mark Ruffalo|Ben Kingsley|Emily Mortimer|Michelle Williams,Martin Scorsese,138,Drama|Thriller|Mystery,2010-02-18,3554,7.6,2010,214804195.0
20526,2.911727,170000000.0,400062763.0,TRON: Legacy,Garrett Hedlund|Jeff Bridges|Olivia Wilde|Bruce Boxleitner|Yaya DaCosta,Joseph Kosinski,125,Adventure|Action|Science Fiction,2010-12-10,2026,6.3,2010,230062763.0
38757,2.865684,260000000.0,591794936.0,Tangled,Zachary Levi|Mandy Moore|Donna Murphy|Ron Perlman|M.C. Gainey,Nathan Greno|Byron Howard,100,Animation|Family,2010-11-24,2019,7.3,2010,331794936.0
10193,2.711136,200000000.0,1063171911.0,Toy Story 3,Tom Hanks|Tim Allen|Ned Beatty|Joan Cusack|Michael Keaton,Lee Unkrich,103,Animation|Family|Comedy,2010-06-16,2924,7.5,2010,863171911.0
27576,2.5867869999999997,110000000.0,293329073.0,Salt,Angelina Jolie|Liev Schreiber|Corey Stoll|Chiwetel Ejiofor|Daniel Olbrychski,Phillip Noyce,100,Action|Thriller|Crime|Mystery,2010-07-21,1433,6.2,2010,183329073.0
44115,2.440611,18000000.0,35692920.0,127 Hours,James Franco|Kate Mara|Amber Tamblyn|ClÃ©mence PoÃ©sy|Lizzy Caplan,Danny Boyle,94,Adventure|Drama|Thriller,2010-11-05,1645,6.9,2010,17692920.0
37735,2.332359,8000000.0,74952305.0,Easy A,Emma Stone|Stanley Tucci|Amanda Bynes|Cam Gigandet|Lisa Kudrow,Will Gluck,92,Comedy,2010-09-10,1303,6.6,2010,66952305.0
10140,2.245241,155000000.0,415686217.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,Skandar Keynes|Georgie Henley|Simon Pegg|Gary Sweet|Arthur Angel,Michael Apted,113,Adventure|Family|Fantasy,2010-08-13,905,6.0,2010,260686217.0
23483,2.225609,28000000.0,96188903.0,Kick-Ass,Aaron Taylor-Johnson|ChloÃ« Grace Moretz|Christopher Mintz-Plasse|Nicolas Cage|Mark Strong,Matthew Vaughn,117,Action|Crime,2010-03-22,3085,7.0,2010,68188903.0
37710,2.162441,100000000.0,278346189.0,The Tourist,Johnny Depp|Angelina Jolie|Paul Bettany|Timothy Dalton|Steven Berkoff,Florian Henckel von Donnersmarck,103,Action|Thriller|Romance,2010-12-08,1084,6.0,2010,178346189.0
9543,2.1287990000000003,150000000.0,335154643.0,Prince of Persia: The Sands of Time,Jake Gyllenhaal|Gemma Arterton|Ben Kingsley|Alfred Molina|Steve Toussaint,Mike Newell,116,Adventure|Fantasy|Action|Romance,2010-05-19,1545,6.1,2010,185154643.0
20662,2.1183099999999997,200000000.0,310669540.0,Robin Hood,Russell Crowe|Cate Blanchett|Mark Strong|Oscar Isaac|LÃ©a Seydoux,Ridley Scott,140,Action,2010-05-12,844,6.1,2010,110669540.0
44264,2.100704,38000000.0,252276927.0,True Grit,Jeff Bridges|Hailee Steinfeld|Matt Damon|Josh Brolin|Barry Pepper,Ethan Coen|Joel Coen,110,Drama|Adventure|Western,2010-12-22,1084,7.0,2010,214276927.0
18823,2.087252,125000000.0,232713139.0,Clash of the Titans,Sam Worthington|Liam Neeson|Ralph Fiennes|Gemma Arterton|Jason Flemyng,Louis Leterrier,106,Adventure|Fantasy|Action,2010-04-01,1530,5.6,2010,107713139.0
27022,2.053855,150000000.0,215283742.0,The Sorcerer's Apprentice,Nicolas Cage|Jay Baruchel|Monica Bellucci|Alfred Molina|Teresa Palmer,Jon Turteltaub,109,Fantasy|Adventure|Action|Comedy|Drama,2010-07-13,871,5.8,2010,65283742.0
37799,1.9236939999999998,40000000.0,224920315.0,The Social Network,Jesse Eisenberg|Andrew Garfield|Justin Timberlake|Armie Hammer|Max Minghella,David Fincher,120,Drama,2010-09-30,2022,7.1,2010,184920315.0
22538,1.906739,60000000.0,47664559.0,Scott Pilgrim vs. the World,Michael Cera|Mary Elizabeth Winstead|Kieran Culkin|Chris Evans|Anna Kendrick,Edgar Wright,112,Action|Adventure|Comedy,2010-07-27,1258,7.2,2010,-12335441.0
39451,1.903671,100000000.0,310650585.0,Little Fockers,Robert De Niro|Ben Stiller|Owen Wilson|Dustin Hoffman|Barbra Streisand,Paul Weitz,98,Comedy|Romance,2010-12-21,717,5.4,2010,210650585.0
34851,1.888263,40000000.0,126248813.0,Predators,Topher Grace|Alice Braga|Laurence Fishburne|Adrien Brody|Danny Trejo,NimrÃ³d Antal,107,Action|Science Fiction|Adventure|Thriller,2010-07-03,722,5.8,2010,86248813.0
32657,1.878018,95000000.0,226497209.0,Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman|Brandon T. Jackson|Alexandra Daddario|Jake Abel|Sean Bean,Chris Columbus,118,Adventure|Fantasy|Family,2010-02-01,1175,6.0,2010,131497209.0
44048,1.874641,100000000.0,167805466.0,Unstoppable,Denzel Washington|Chris Pine|Rosario Dawson|Ethan Suplee|Kevin Corrigan,Tony Scott,98,Action|Thriller,2010-11-04,733,6.2,2010,67805466.0
10192,1.820934,165000000.0,752600867.0,Shrek Forever After,Mike Myers|Eddie Murphy|Cameron Diaz|Antonio Banderas|Julie Andrews,Mike Mitchell,93,Comedy|Adventure|Fantasy|Animation|Family,2010-05-16,1191,6.0,2010,587600867.0
22971,1.784073,25000000.0,114977104.0,Dear John,Amanda Seyfried|Channing Tatum|Henry Thomas|Richard Jenkins|Scott Porter,Lasse HallstrÃ¶m,115,Drama|Romance|War,2010-02-04,737,6.5,2010,89977104.0
34544,1.730679,110000000.0,177238796.0,The A-Team,Liam Neeson|Bradley Cooper|Jessica Biel|Sharlto Copley|Patrick Wilson,Joe Carnahan,117,Thriller|Action|Adventure|Comedy|Crime,2010-06-10,1162,6.2,2010,67238796.0
39514,1.720825,58000000.0,71664962.0,RED,Bruce Willis|John Malkovich|Helen Mirren|Mary-Louise Parker|Karl Urban,Robert Schwentke,111,Action|Adventure|Comedy|Crime|Thriller,2010-10-13,2064,6.5,2010,13664962.0
23631,1.71986,20000000.0,31327899.0,Machete,Danny Trejo|Michelle Rodriguez|Jessica Alba|Robert De Niro|Lindsay Lohan,Robert Rodriguez|Ethan Maniquis,105,Action|Comedy|Thriller,2010-09-01,753,6.2,2010,11327899.0
38365,1.659355,80000000.0,271430189.0,Grown Ups,Adam Sandler|Salma Hayek|Maria Bello|Steve Buscemi|Maya Rudolph,Dennis Dugan,102,Comedy,2010-06-24,1144,6.1,2010,191430189.0
20504,1.624483,80000000.0,157107755.0,The Book of Eli,Denzel Washington|Gary Oldman|Michael Gambon|Mila Kunis|Jennifer Beals,Albert Hughes|Allen Hughes,118,Action|Thriller|Science Fiction,2010-01-14,1506,6.5,2010,77107755.0
35056,1.618371,55000000.0,152263880.0,Date Night,Steve Carell|Tina Fey|Mark Wahlberg|Taraji P. Henson|Jimmi Simpson,Shawn Levy,97,Comedy,2010-04-08,781,5.9,2010,97263880.0
23168,1.614028,37000000.0,154026136.0,The Town,Ben Affleck|Rebecca Hall|Jeremy Renner|Jon Hamm|Blake Lively,Ben Affleck,125,Crime|Drama|Thriller,2010-09-15,930,6.9,2010,117026136.0
24021,1.5462120000000001,68000000.0,698491347.0,The Twilight Saga: Eclipse,Kristen Stewart|Robert Pattinson|Taylor Lautner|Ashley Greene|Peter Facinelli,David Slade,124,Adventure|Fantasy|Drama|Romance,2010-06-23,1331,5.9,2010,630491347.0
38055,1.540322,130000000.0,321885765.0,Megamind,Will Ferrell|Brad Pitt|Tina Fey|Jonah Hill|David Cross,Tom McGrath,95,Animation|Action|Comedy|Family|Science Fiction,2010-10-28,1190,6.6,2010,191885765.0
10196,1.538276,150000000.0,318502923.0,The Last Airbender,Noah Ringer|Nicola Peltz|Jackson Rathbone|Dev Patel|Shaun Toub,M. Night Shyamalan,103,Action|Adventure|Family|Fantasy,2010-06-30,732,4.7,2010,168502923.0
27581,1.419224,100000000.0,170432927.0,The Other Guys,Will Ferrell|Mark Wahlberg|Eva Mendes|Samuel L. Jackson|Dwayne Johnson,Adam McKay,107,Action|Comedy|Crime,2010-08-06,951,6.1,2010,70432927.0
49018,1.396973,1500000.0,97009150.0,Insidious,Patrick Wilson|Rose Byrne|Barbara Hershey|Leigh Whannell|Angus Sampson,James Wan,103,Horror|Thriller,2010-09-13,999,6.7,2010,95509150.0
41233,1.386743,30000000.0,159291809.0,Step Up 3D,Rick Malambri|Adam G. Sevani|Joe Slaughter|Sharni Vinson|Alyson Stoner,Jon M. Chu,107,Drama|Romance,2010-08-04,365,6.5,2010,129291809.0
45269,1.385499,15000000.0,414211549.0,The King's Speech,Colin Firth|Geoffrey Rush|Helena Bonham Carter|Guy Pearce|Timothy Spall,Tom Hooper,118,Drama|History,2010-09-06,1688,7.4,2010,399211549.0
43347,1.3652790000000001,30000000.0,102820008.0,Love & Other Drugs,Jake Gyllenhaal|Anne Hathaway|Oliver Platt|Hank Azaria|Gabriel Macht,Edward Zwick,112,Drama|Comedy|Romance,2010-11-22,756,6.5,2010,72820008.0
49009,1.36053,30000000.0,20348249.0,The Way Back,Colin Farrell|Dejan Angelov|DragoÈ™ Bucur|Ed Harris|Jim Sturgess,Peter Weir,133,Drama|Adventure|History,2010-09-03,246,6.7,2010,-9651751.0
31867,1.348633,32000000.0,18409891.0,Repo Men,Jude Law|Forest Whitaker|Alice Braga|Liev Schreiber|Carice van Houten,Miguel Sapochnik,111,Action|Science Fiction|Thriller|Crime,2010-03-18,375,6.1,2010,-13590109.0
23830,1.344701,7000000.0,7644937.0,Last Night,Keira Knightley|Sam Worthington|Eva Mendes|Guillaume Canet|Griffin Dunne,Massy Tadjedin,90,Drama|Romance,2010-05-11,150,6.1,2010,644937.0
37834,1.325302,117000000.0,261930431.0,Knight and Day,Tom Cruise|Cameron Diaz|Peter Sarsgaard|Viola Davis|Jordi MollÃ ,James Mangold,109,Action|Comedy,2010-06-15,1045,5.9,2010,144930431.0
38167,1.271623,60000000.0,204594016.0,Eat Pray Love,Julia Roberts|James Franco|Javier Bardem|Billy Crudup|Richard Jenkins,Ryan Murphy,133,Drama,2010-08-12,407,5.7,2010,144594016.0
46705,1.271367,1000000.0,12355734.0,Blue Valentine,Ryan Gosling|Michelle Williams|Mike Vogel|John Doman|Faith Wladyka,Derek Cianfrance,112,Drama|Romance,2010-12-27,530,6.9,2010,11355734.0
27573,1.255298,40000000.0,136000000.0,The Bounty Hunter,Gerard Butler|Jennifer Aniston|Gio Perez|Siobhan Fallon|Joel Garland,Andy Tennant,110,Action,2010-03-16,553,5.5,2010,96000000.0
25195,1.2347,19000000.0,29922472.0,Leap Year,Amy Adams|Matthew Goode|Adam Scott|John Lithgow|Flaminia Cinque,Anand Tucker,100,Romance|Comedy,2010-01-08,283,6.3,2010,10922472.0
22972,1.206958,100000000.0,94882889.0,Green Zone,Matt Damon|Greg Kinnear|Brendan Gleeson|Amy Ryan|Jason Isaacs,Paul Greengrass,115,Action|Adventure|Drama|Thriller,2010-03-11,445,6.3,2010,-5117111.0
